"No.","Time","Source","Destination","Protocol","Length","Info","Source_port","Dest_port"
"225","1.102950","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"226","1.102969","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=50212 Win=64860 Len=0","54428","443"
"227","1.114486","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"228","1.115727","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"229","1.115746","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=53072 Win=64860 Len=0","54428","443"
"230","1.121853","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"231","1.122479","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"232","1.122500","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=55932 Win=64860 Len=0","54428","443"
"233","1.145382","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"234","1.151177","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"235","1.151177","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"236","1.151179","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"237","1.151206","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=61652 Win=64860 Len=0","54428","443"
"238","1.157249","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"239","1.157251","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"240","1.157337","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=64512 Win=64860 Len=0","54428","443"
"241","1.162414","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"242","1.163315","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"243","1.163348","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=67372 Win=64860 Len=0","54428","443"
"244","1.166933","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"245","1.177259","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"246","1.177322","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=70232 Win=64860 Len=0","54428","443"
"247","1.179526","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"248","1.179528","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"249","1.179528","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"250","1.179533","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"251","1.179600","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=75952 Win=64860 Len=0","54428","443"
"252","1.181333","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"253","1.182459","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"254","1.182497","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=78812 Win=64860 Len=0","54428","443"
"255","1.189205","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"256","1.190723","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"257","1.190769","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=81672 Win=64860 Len=0","54428","443"
"258","1.198667","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"259","1.209990","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"260","1.210055","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=84532 Win=64860 Len=0","54428","443"
"261","1.211108","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"262","1.211109","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"263","1.211161","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=87392 Win=64860 Len=0","54428","443"
"264","1.216466","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"265","1.216471","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"266","1.216534","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=90252 Win=64860 Len=0","54428","443"
"267","1.235473","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"268","1.244932","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"269","1.244994","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=93112 Win=64860 Len=0","54428","443"
"270","1.245852","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"271","1.245857","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"272","1.245913","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=95972 Win=64860 Len=0","54428","443"
"273","1.248087","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"274","1.248088","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"275","1.248089","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"276","1.248093","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"277","1.248143","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=101692 Win=64860 Len=0","54428","443"
"278","1.251440","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"279","1.252361","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"280","1.252408","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=104552 Win=64860 Len=0","54428","443"
"281","1.261679","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"282","1.262814","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"283","1.262856","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=107412 Win=64860 Len=0","54428","443"
"284","1.270357","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"285","1.270358","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"286","1.270429","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=110272 Win=64860 Len=0","54428","443"
"287","1.278989","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"288","1.279175","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"289","1.279207","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=113132 Win=64860 Len=0","54428","443"
"290","1.282631","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"291","1.283612","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"292","1.283659","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=115992 Win=64860 Len=0","54428","443"
"293","1.298138","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"294","1.298332","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"295","1.298368","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=118852 Win=64860 Len=0","54428","443"
"296","1.301872","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"297","1.301873","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"298","1.301940","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=121712 Win=64860 Len=0","54428","443"
"299","1.305624","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"300","1.308969","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"301","1.309032","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=124572 Win=64860 Len=0","54428","443"
"302","1.314158","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"303","1.314781","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"304","1.314838","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=127432 Win=64860 Len=0","54428","443"
"305","1.321521","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"306","1.322553","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"307","1.322605","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=130292 Win=64860 Len=0","54428","443"
"308","1.333803","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"309","1.334336","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"310","1.334367","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=133152 Win=64860 Len=0","54428","443"
"311","1.336553","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"312","1.337915","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"313","1.337943","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=136012 Win=64860 Len=0","54428","443"
"314","1.345738","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"315","1.346274","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"316","1.346301","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=138872 Win=64860 Len=0","54428","443"
"317","1.351896","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"318","1.353108","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"319","1.353134","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=141732 Win=64860 Len=0","54428","443"
"320","1.360432","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"321","1.361148","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"322","1.361181","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=144592 Win=64860 Len=0","54428","443"
"323","1.367429","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"324","1.371493","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"325","1.371535","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=147452 Win=64860 Len=0","54428","443"
"326","1.380608","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"327","1.380735","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"328","1.380759","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=150312 Win=64860 Len=0","54428","443"
"329","1.383232","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"330","1.384121","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"331","1.384153","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=153172 Win=64860 Len=0","54428","443"
"332","1.396566","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"333","1.396684","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"334","1.396706","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=156032 Win=64860 Len=0","54428","443"
"335","1.398642","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"336","1.402193","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"337","1.402244","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=158892 Win=64860 Len=0","54428","443"
"338","1.408070","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"339","1.408500","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"340","1.408550","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=161752 Win=64860 Len=0","54428","443"
"341","1.414361","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"342","1.415066","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"343","1.415117","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=164612 Win=64860 Len=0","54428","443"
"344","1.420598","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"345","1.420943","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"346","1.420992","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=167472 Win=64860 Len=0","54428","443"
"347","1.426391","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"348","1.427322","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"349","1.427370","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=170332 Win=64860 Len=0","54428","443"
"350","1.432651","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"351","1.433609","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"352","1.433655","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=173192 Win=64860 Len=0","54428","443"
"353","1.474381","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"354","1.480100","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"355","1.480138","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=176052 Win=64860 Len=0","54428","443"
"356","1.482414","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"357","1.482415","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"358","1.482418","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"359","1.482419","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"360","1.482461","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=181772 Win=64860 Len=0","54428","443"
"361","1.484369","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"362","1.484370","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"363","1.484405","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=184632 Win=64860 Len=0","54428","443"
"364","1.485460","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"365","1.488075","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"366","1.488095","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=187492 Win=64860 Len=0","54428","443"
"367","1.488729","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"368","1.499936","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"369","1.499965","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=190352 Win=64860 Len=0","54428","443"
"370","1.502071","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"371","1.502952","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"372","1.502978","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=193212 Win=64860 Len=0","54428","443"
"373","1.503718","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"374","1.524937","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"375","1.524988","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=196072 Win=64860 Len=0","54428","443"
"376","1.525498","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"377","1.526781","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"378","1.526821","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=198932 Win=64860 Len=0","54428","443"
"379","1.529078","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data, Application Data","443","54428"
"380","1.529079","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"381","1.529080","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"382","1.529084","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"383","1.529130","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=204652 Win=64860 Len=0","54428","443"
"384","1.532833","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"385","1.533922","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"386","1.533962","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=207512 Win=64860 Len=0","54428","443"
"387","1.539927","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"388","1.541409","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"389","1.541448","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=210372 Win=64860 Len=0","54428","443"
"390","1.550397","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"391","1.551614","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"392","1.551654","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=213232 Win=64860 Len=0","54428","443"
"393","1.559817","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"394","1.561571","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"395","1.561598","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=216092 Win=64860 Len=0","54428","443"
"396","1.577044","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"397","1.577386","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"398","1.577421","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=218952 Win=64860 Len=0","54428","443"
"399","1.580956","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"400","1.581579","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"401","1.581613","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=221812 Win=64860 Len=0","54428","443"
"402","1.585714","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"403","1.586787","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"404","1.586818","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=224672 Win=64860 Len=0","54428","443"
"405","1.593070","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"406","1.594043","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"407","1.594070","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=227532 Win=64860 Len=0","54428","443"
"408","1.600524","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"409","1.601728","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]","443","54428"
"410","1.601756","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=138 Ack=230392 Win=64860 Len=0","54428","443"
"411","1.606355","74.125.131.198","192.168.0.14","TLSv1.2","122","Application Data, Application Data","443","54428"
"412","1.606584","192.168.0.14","74.125.131.198","TLSv1.2","93","Application Data","54428","443"
"413","1.703998","74.125.131.198","192.168.0.14","TCP","54","443  >  54428 [ACK] Seq=230460 Ack=177 Win=65392 Len=0","443","54428"
"414","2.019829","192.168.0.14","74.125.232.248","TCP","55","54448  >  80 [ACK] Seq=1 Ack=1 Win=16807 Len=1","54448","80"
"415","2.065364","74.125.232.248","192.168.0.14","TCP","66","80  >  54448 [ACK] Seq=1 Ack=2 Win=65535 Len=0 SLE=1 SRE=2","80","54448"
"416","2.105725","192.168.0.14","74.125.232.248","TCP","55","54429  >  80 [ACK] Seq=1 Ack=1 Win=16094 Len=1","54429","80"
"417","2.149011","74.125.232.248","192.168.0.14","TCP","66","80  >  54429 [ACK] Seq=1 Ack=2 Win=65535 Len=0 SLE=1 SRE=2","80","54429"
"418","2.185746","192.168.0.14","74.125.232.248","TCP","55","54444  >  80 [ACK] Seq=1 Ack=1 Win=16807 Len=1","54444","80"
"419","2.241313","74.125.232.248","192.168.0.14","TCP","66","80  >  54444 [ACK] Seq=1 Ack=2 Win=65535 Len=0 SLE=1 SRE=2","80","54444"
"420","5.263475","192.168.0.1","224.0.0.1","IGMPv3","50","Membership Query, general","",""
"421","6.185667","74.125.131.119","192.168.0.14","TCP","62","443  >  54445 [SYN, ACK] Seq=0 Ack=1 Win=60720 Len=0 MSS=1380 SACK_PERM=1","443","54445"
"422","6.261060","192.168.0.14","74.125.131.198","TLSv1.2","174","Application Data","54428","443"
"423","6.263970","192.168.0.14","74.125.131.198","TLSv1.2","172","Application Data","54428","443"
"424","6.324369","74.125.131.198","192.168.0.14","TCP","54","443  >  54428 [ACK] Seq=230460 Ack=297 Win=65392 Len=0","443","54428"
"425","6.324945","74.125.131.198","192.168.0.14","TLSv1.2","173","Application Data","443","54428"
"426","6.326293","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"427","6.326322","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=232009 Win=64860 Len=0","54428","443"
"428","6.329525","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"429","6.329563","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=233439 Win=64860 Len=0","54428","443"
"430","6.330759","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"431","6.330792","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=234869 Win=64860 Len=0","54428","443"
"432","6.337243","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"433","6.337273","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=236299 Win=64860 Len=0","54428","443"
"434","6.340096","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"435","6.340122","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=237729 Win=64860 Len=0","54428","443"
"436","6.347393","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"437","6.357876","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"438","6.357917","192.168.0.14","74.125.131.198","TCP","54","54428  >  443 [ACK] Seq=415 Ack=240589 Win=64860 Len=0","54428","443"
"439","6.360979","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
"440","6.360980","74.125.131.198","192.168.0.14","TLSv1.2","1484","Application Data","443","54428"
